order_event_id,signal_id,timestamp,market_id,mode,executor_type,limit_price,requested_size,filled_size,unfilled_size,avg_fill_price,order_status,cancel_reason,placed_at
769bfc800d07,b2ab28b1f2cc,2026-03-17T18:34:08.810003+00:00,1609716,PAPER,PAPER,0.99,1.0,0.0,1.0,0.0,CANCELLED,not_filled,2026-03-17T18:34:00.579222+00:00
379a057cf7a3,5164d812dc7b,2026-03-17T18:44:08.154917+00:00,1609743,PAPER,PAPER,0.96,1.0,0.0,1.0,0.0,CANCELLED,not_filled,2026-03-17T18:44:00.044525+00:00
fb070fb26964,10a217a65cc7,2026-03-17T18:44:08.669294+00:00,1609740,PAPER,PAPER,0.96,1.0,0.0,1.0,0.0,CANCELLED,not_filled,2026-03-17T18:44:00.537211+00:00
f03aef032846,3c9ce6d6a7a9,2026-03-17T18:44:08.669873+00:00,1609737,PAPER,PAPER,0.99,1.0,0.0,1.0,0.0,CANCELLED,not_filled,2026-03-17T18:44:00.543539+00:00
e011fb405cce,f51461246d91,2026-03-17T18:44:16.005007+00:00,1609741,PAPER,PAPER,0.89,1.0,0.0,1.0,0.0,CANCELLED,not_filled,2026-03-17T18:44:07.903253+00:00
cf86022d8022,6b50b18f4a74,2026-03-17T18:44:16.256041+00:00,1609742,PAPER,PAPER,0.89,1.0,0.0,1.0,0.0,CANCELLED,not_filled,2026-03-17T18:44:08.110744+00:00
2fbb814474aa,3dd8edf09da6,2026-03-17T18:44:28.815646+00:00,1609739,PAPER,PAPER,0.89,1.0,1.0,0.0,0.87,FILLED,,2026-03-17T18:44:28.032650+00:00
8cd48a409792,92cac1224e61,2026-03-17T18:44:46.469235+00:00,1609738,PAPER,PAPER,0.96,1.0,1.0,0.0,0.68,FILLED,,2026-03-17T18:44:45.966396+00:00
7ccc4753a09b,e2cfd4b1d94f,2026-03-17T18:49:01.280832+00:00,1609760,PAPER,PAPER,0.96,1.0,1.0,0.0,0.95,FILLED,,2026-03-17T18:49:00.528350+00:00
dc0207a96762,4cb60ec11bb7,2026-03-17T18:49:08.124101+00:00,1609751,PAPER,PAPER,0.95,1.0,0.0,1.0,0.0,CANCELLED,not_filled,2026-03-17T18:49:00.001916+00:00
f2ce1b4cf092,e28306e1f705,2026-03-17T18:49:08.487681+00:00,1609749,PAPER,PAPER,0.99,1.0,0.0,1.0,0.0,CANCELLED,not_filled,2026-03-17T18:49:00.307110+00:00
fcd25d628dfc,338d32f4bd04,2026-03-17T18:49:08.633333+00:00,1609755,PAPER,PAPER,0.91,1.0,1.0,0.0,0.9,FILLED,,2026-03-17T18:49:07.860584+00:00
141093ec6bd9,ab62e61e250c,2026-03-17T18:49:08.746203+00:00,1609754,PAPER,PAPER,0.98,1.0,0.0,1.0,0.0,CANCELLED,not_filled,2026-03-17T18:49:00.532960+00:00
da249b0acf3a,ae7452df89db,2026-03-17T18:49:08.746729+00:00,1609759,PAPER,PAPER,0.95,1.0,0.0,1.0,0.0,CANCELLED,not_filled,2026-03-17T18:49:00.534624+00:00
2d2c11f4950b,5b82d90482fc,2026-03-17T18:49:51.012336+00:00,1609761,PAPER,PAPER,0.89,1.0,0.0,1.0,0.0,CANCELLED,not_filled,2026-03-17T18:49:42.846819+00:00
e958c990127c,e3bbf95325a3,2026-03-17T18:54:01.095436+00:00,1609768,PAPER,PAPER,0.92,1.0,1.0,0.0,0.92,FILLED,,2026-03-17T18:54:00.065429+00:00
0c036fd6bb2d,b967ba12e4a2,2026-03-17T18:54:08.189043+00:00,1609769,PAPER,PAPER,0.95,1.0,0.0,1.0,0.0,CANCELLED,not_filled,2026-03-17T18:54:00.014221+00:00
eb3df0d154d2,da61b9fc212b,2026-03-17T18:54:08.189625+00:00,1609766,PAPER,PAPER,0.93,1.0,0.0,1.0,0.0,CANCELLED,not_filled,2026-03-17T18:54:00.070926+00:00
3f6c7a9974a4,608bcc28ee27,2026-03-17T18:54:08.651353+00:00,1609765,PAPER,PAPER,0.92,1.0,0.0,1.0,0.0,CANCELLED,not_filled,2026-03-17T18:54:00.520992+00:00
7222628a7127,f0696bbde43f,2026-03-17T18:54:08.651998+00:00,1609764,PAPER,PAPER,0.92,1.0,0.0,1.0,0.0,CANCELLED,not_filled,2026-03-17T18:54:00.523065+00:00
ff69fb24c4b1,504b99e1b8e2,2026-03-17T18:54:08.652358+00:00,1609767,PAPER,PAPER,0.99,1.0,0.0,1.0,0.0,CANCELLED,not_filled,2026-03-17T18:54:00.524940+00:00
1d48e6329835,d85abbfa2a57,2026-03-17T18:54:21.195443+00:00,1609763,PAPER,PAPER,0.89,1.0,0.0,1.0,0.0,CANCELLED,not_filled,2026-03-17T18:54:13.055677+00:00
fa2de875c1f0,b4587a5fd584,2026-03-17T19:19:00.490444+00:00,1610089,LIVE,LIVE,0.93,1.0,0.0,1.0,0.0,,FAILED,execution_error,2026-03-17T19:19:00.490412+00:00
0922be5e3be7,91b9b755cc25,2026-03-17T19:19:00.762303+00:00,1610091,LIVE,LIVE,0.98,1.0,0.0,1.0,0.0,,FAILED,execution_error,2026-03-17T19:19:00.762228+00:00
6524eecb4ce1,c093d139472f,2026-03-17T19:19:00.969015+00:00,1610074,LIVE,LIVE,0.96,1.0,0.0,1.0,0.0,,FAILED,execution_error,2026-03-17T19:19:00.968990+00:00
4b54ecaf51b1,78852e3b77df,2026-03-17T19:19:01.057391+00:00,1610078,LIVE,LIVE,0.96,1.0,0.0,1.0,0.0,,FAILED,execution_error,2026-03-17T19:19:01.057365+00:00
97a897c0ece4,461a625d708a,2026-03-17T19:59:01.337935+00:00,1610185,PAPER,PAPER,0.93,1.0,1.0,0.0,0.92,0.01,FILLED,,2026-03-17T19:59:00.067083+00:00
5e50e209a589,7995a4527544,2026-03-17T19:59:02.061719+00:00,1610190,PAPER,PAPER,0.95,1.0,1.0,0.0,0.94,0.01,FILLED,,2026-03-17T19:59:00.034463+00:00
b177665434c0,acf39eb3048a,2026-03-17T19:59:05.966714+00:00,1610191,PAPER,PAPER,0.97,1.0,1.0,0.0,0.97,0.0,FILLED,,2026-03-17T19:59:00.138891+00:00
ef7f39be427a,f695c5c6af8b,2026-03-17T19:59:08.150952+00:00,1600498,PAPER,PAPER,0.989,1.0,0.0,1.0,0.0,,CANCELLED,not_filled,2026-03-17T19:59:00.023958+00:00
1f183af8c6dc,7190bcbe52ef,2026-03-17T19:59:08.260396+00:00,1610189,PAPER,PAPER,0.98,1.0,0.0,1.0,0.0,,CANCELLED,not_filled,2026-03-17T19:59:00.130750+00:00
b6814e67a8f8,dab246b3d638,2026-03-17T19:59:08.298994+00:00,1600394,PAPER,PAPER,0.99,1.0,0.0,1.0,0.0,,CANCELLED,not_filled,2026-03-17T19:59:00.151746+00:00
c032cd283fa0,b76a19608c99,2026-03-17T19:59:08.401060+00:00,1600435,PAPER,PAPER,0.99,1.0,0.0,1.0,0.0,,CANCELLED,not_filled,2026-03-17T19:59:00.265483+00:00
3fb99c3b6b32,544e457fe9eb,2026-03-17T19:59:08.519097+00:00,1600472,PAPER,PAPER,0.99,1.0,0.0,1.0,0.0,,CANCELLED,not_filled,2026-03-17T19:59:00.370607+00:00
0a68a747f8e2,4b9246da3798,2026-03-17T19:59:08.554527+00:00,1610187,PAPER,PAPER,0.96,1.0,0.0,1.0,0.0,,CANCELLED,not_filled,2026-03-17T19:59:00.434966+00:00
d24a0c341ca6,3f6729d5b33e,2026-03-17T19:59:08.651807+00:00,1610186,PAPER,PAPER,0.97,1.0,0.0,1.0,0.0,,CANCELLED,not_filled,2026-03-17T19:59:00.486490+00:00
8c9b0a9c4b33,483c49dffb23,2026-03-17T19:59:14.337228+00:00,1600494,PAPER,PAPER,0.99,1.0,1.0,0.0,0.805,0.185,FILLED,,2026-03-17T19:59:08.225478+00:00
2a47f228f988,14fd3f8b2a4b,2026-03-17T19:59:22.216596+00:00,1600501,PAPER,PAPER,0.97,1.0,0.0,1.0,0.0,,CANCELLED,not_filled,2026-03-17T19:59:14.005768+00:00
af3f5bc67867,247ee76b4463,2026-03-17T20:04:02.384348+00:00,1610235,PAPER,PAPER,0.95,1.0,1.0,0.0,0.95,0.0,FILLED,,2026-03-17T20:04:00.026551+00:00
2c919d7284bb,f23ea41b4c43,2026-03-17T20:04:09.861003+00:00,1610241,PAPER,PAPER,0.96,1.0,0.0,1.0,0.0,,CANCELLED,not_filled,2026-03-17T20:04:01.657689+00:00
6aca813aca0c,af158dda7bf1,2026-03-17T20:04:09.977781+00:00,1610243,PAPER,PAPER,0.96,1.0,0.0,1.0,0.0,,CANCELLED,not_filled,2026-03-17T20:04:01.705941+00:00
31d9555101fb,3cb71e6df384,2026-03-17T20:04:11.367134+00:00,1610233,PAPER,PAPER,0.96,1.0,0.0,1.0,0.0,,CANCELLED,not_filled,2026-03-17T20:04:03.100167+00:00
db1b2370382f,edc8cdd686f3,2026-03-17T20:04:12.958933+00:00,1610239,PAPER,PAPER,0.89,1.0,1.0,0.0,0.89,0.0,FILLED,,2026-03-17T20:04:12.190711+00:00
70cb7f8b9d2d,e7b83e3adc7f,2026-03-17T20:04:49.074134+00:00,1610232,PAPER,PAPER,0.89,1.0,0.0,1.0,0.0,,CANCELLED,not_filled,2026-03-17T20:04:40.871147+00:00
